User_ID,num_touchpoints,unique_channels,time_to_conversion_hours,converted,first_channel_Direct Traffic,first_channel_Display Ads,first_channel_Email,first_channel_Referral,first_channel_Search Ads,first_channel_Social Media,last_channel_Direct Traffic,last_channel_Display Ads,last_channel_Email,last_channel_Referral,last_channel_Search Ads,last_channel_Social Media
11511,5,3,28.989444444444445,1,False,False,False,True,False,False,False,True,False,False,False,False
11611,4,2,28.939722222222223,0,False,False,False,True,False,False,True,False,False,False,False,False
11661,6,4,44.414722222222224,1,False,False,False,False,True,False,False,True,False,False,False,False
11686,6,6,44.31361111111111,1,False,False,True,False,False,False,False,False,False,True,False,False
11741,4,2,36.07388888888889,0,False,False,False,True,False,False,False,False,False,True,False,False
11780,6,4,37.16388888888889,0,False,False,True,False,False,False,True,False,False,False,False,False
11784,5,4,21.931944444444444,0,False,True,False,False,False,False,False,False,False,False,False,True
11790,5,4,43.80305555555555,1,False,False,False,True,False,False,False,False,True,False,False,False
11798,3,3,29.82888888888889,1,True,False,False,False,False,False,False,False,True,False,False,False
11801,4,3,46.66694444444445,1,False,False,False,False,True,False,True,False,False,False,False,False
11831,6,5,35.52,1,False,False,False,False,True,False,False,False,False,True,False,False
11835,2,2,46.339166666666664,0,False,False,False,True,False,False,False,False,False,False,False,True
11894,3,3,15.106388888888889,0,True,False,False,False,False,False,False,False,False,True,False,False
11914,4,3,29.593888888888888,0,False,True,False,False,False,False,False,False,True,False,False,False
11917,6,5,23.50722222222222,0,False,False,False,False,False,True,False,True,False,False,False,False
12077,2,2,23.53388888888889,0,False,False,True,False,False,False,False,False,False,False,False,True
12121,5,3,29.059722222222224,1,False,False,False,False,True,False,False,False,True,False,False,False
12217,4,4,36.69611111111111,1,False,False,True,False,False,False,False,True,False,False,False,False
12225,1,1,0.0,1,False,False,True,False,False,False,False,False,True,False,False,False
12248,1,1,0.0,0,False,False,False,True,False,False,False,False,False,True,False,False
12269,3,2,26.698611111111113,0,False,True,False,False,False,False,False,False,False,False,False,True
12275,8,4,43.21055555555556,0,False,False,True,False,False,False,False,False,False,False,True,False
12350,3,2,29.150833333333335,0,True,False,False,False,False,False,False,True,False,False,False,False
12397,2,2,16.96361111111111,0,False,True,False,False,False,False,True,False,False,False,False,False
12410,2,2,14.63,0,False,False,False,False,False,True,True,False,False,False,False,False
12432,2,2,12.090833333333334,0,False,False,False,False,True,False,True,False,False,False,False,False
12459,6,3,42.935833333333335,1,False,False,False,True,False,False,False,False,False,True,False,False
12509,4,4,29.419722222222223,1,False,True,False,False,False,False,False,False,True,False,False,False
12641,4,4,44.040277777777774,0,False,True,False,False,False,False,False,False,False,True,False,False
12663,4,4,34.12638888888889,1,False,False,False,False,True,False,True,False,False,False,False,False
12712,2,2,2.470833333333333,0,False,False,False,True,False,False,True,False,False,False,False,False
12731,3,1,33.23277777777778,1,False,False,False,False,True,False,False,False,False,False,True,False
12755,2,2,20.039444444444445,0,False,False,False,True,False,False,False,False,True,False,False,False
12756,3,3,19.33111111111111,0,False,False,True,False,False,False,True,False,False,False,False,False
12797,2,2,24.468055555555555,0,False,False,False,False,True,False,False,False,False,False,False,True
12806,2,2,5.199722222222222,0,False,False,False,False,True,False,False,False,False,False,False,True
12855,3,3,25.483333333333334,1,False,False,False,False,True,False,False,False,False,True,False,False
12863,3,2,32.78944444444444,1,False,False,True,False,False,False,False,False,True,False,False,False
12877,5,4,35.88861111111111,1,False,True,False,False,False,False,False,False,False,False,True,False
13004,6,3,33.915277777777774,1,False,False,False,True,False,False,False,False,True,False,False,False
13035,6,5,38.39277777777778,1,False,False,False,False,False,True,True,False,False,False,False,False
13090,4,3,45.068888888888885,1,False,False,True,False,False,False,False,False,False,True,False,False
13102,2,2,12.828055555555556,1,False,False,False,True,False,False,False,False,False,False,True,False
13116,3,3,38.99805555555555,0,True,False,False,False,False,False,False,False,False,True,False,False
13125,3,3,34.69138888888889,1,False,False,False,False,False,True,False,False,False,False,True,False
13139,2,2,16.066388888888888,0,False,False,False,False,False,True,False,False,False,True,False,False
13184,4,3,19.924722222222222,0,False,True,False,False,False,False,False,False,True,False,False,False
13186,12,5,39.19694444444445,0,False,False,True,False,False,False,False,False,False,True,False,False
13191,5,4,18.32,0,False,True,False,False,False,False,False,False,False,True,False,False
13230,5,4,44.153888888888886,1,False,True,False,False,False,False,False,False,False,True,False,False
13364,2,2,39.10055555555556,1,False,True,False,False,False,False,False,False,False,True,False,False
13399,2,2,19.259444444444444,1,False,True,False,False,False,False,False,False,False,True,False,False
13403,2,2,4.065277777777778,1,False,False,False,False,True,False,False,True,False,False,False,False
13426,5,4,25.288333333333334,0,False,False,False,True,False,False,True,False,False,False,False,False
13428,6,4,34.805277777777775,0,False,False,False,True,False,False,False,False,False,False,True,False
13438,3,3,19.485833333333332,1,False,False,True,False,False,False,False,False,False,True,False,False
13444,3,3,22.029166666666665,1,False,False,False,True,False,False,True,False,False,False,False,False
13460,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
13465,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
13471,6,4,43.005,1,False,True,False,False,False,False,False,False,False,False,True,False
13480,3,3,17.745,1,False,False,False,False,True,False,False,False,False,False,False,True
13528,4,3,20.28638888888889,0,True,False,False,False,False,False,False,False,True,False,False,False
13534,2,2,15.82,0,False,False,True,False,False,False,False,False,False,False,True,False
13558,2,2,28.009722222222223,0,True,False,False,False,False,False,False,False,False,False,False,True
13584,3,2,9.384444444444444,1,False,False,True,False,False,False,False,False,True,False,False,False
13687,3,2,19.63138888888889,0,False,False,False,False,False,True,True,False,False,False,False,False
13737,3,3,18.240277777777777,0,True,False,False,False,False,False,False,True,False,False,False,False
13771,5,4,42.06861111111111,1,False,True,False,False,False,False,True,False,False,False,False,False
13775,4,2,36.83222222222222,1,False,False,False,False,True,False,True,False,False,False,False,False
13806,3,2,17.0025,1,False,False,False,False,True,False,False,False,False,False,True,False
13864,1,1,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False
13872,4,3,11.345555555555556,0,False,False,False,False,True,False,True,False,False,False,False,False
13967,6,3,45.33361111111111,1,False,False,False,False,False,True,False,False,False,False,False,True
13980,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
14036,2,2,9.711388888888889,1,True,False,False,False,False,False,False,False,False,True,False,False
14049,4,3,23.293055555555554,1,False,False,False,False,True,False,False,False,False,False,True,False
14080,5,2,33.58222222222222,0,True,False,False,False,False,False,False,False,False,False,True,False
14172,1,1,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False
14212,4,2,33.45361111111111,1,True,False,False,False,False,False,True,False,False,False,False,False
14377,2,2,34.02027777777778,0,False,False,False,False,True,False,False,False,True,False,False,False
14386,4,3,30.694444444444443,1,False,False,False,True,False,False,True,False,False,False,False,False
14396,3,2,8.456666666666667,1,False,False,False,False,False,True,False,True,False,False,False,False
14398,8,4,35.07972222222222,1,True,False,False,False,False,False,False,False,False,True,False,False
14476,2,2,19.084444444444443,1,True,False,False,False,False,False,False,True,False,False,False,False
14668,2,2,20.798055555555557,1,False,False,False,False,True,False,False,False,True,False,False,False
14782,3,3,34.4275,1,False,True,False,False,False,False,False,False,False,False,False,True
14798,4,4,40.41722222222222,1,False,True,False,False,False,False,False,False,True,False,False,False
14916,4,2,15.689166666666667,1,False,False,False,False,True,False,False,False,False,False,True,False
14978,5,3,25.013333333333332,1,False,False,False,False,False,True,False,False,False,False,True,False
14987,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
15025,3,2,34.439166666666665,1,False,False,False,True,False,False,False,False,False,True,False,False
15052,4,3,1.6358333333333333,1,True,False,False,False,False,False,False,False,False,False,False,True
15082,4,4,34.846944444444446,0,False,False,False,False,False,True,True,False,False,False,False,False
15105,2,2,9.785833333333333,1,False,False,False,False,False,True,False,False,False,True,False,False
15145,3,2,28.24361111111111,1,False,True,False,False,False,False,False,True,False,False,False,False
15152,6,4,38.60583333333334,0,False,False,False,False,True,False,False,True,False,False,False,False
15176,6,3,30.391111111111112,1,True,False,False,False,False,False,False,True,False,False,False,False
15190,4,4,30.927222222222223,1,True,False,False,False,False,False,False,False,False,False,True,False
15208,3,1,19.676388888888887,1,False,False,False,False,True,False,False,False,False,False,True,False
15233,4,3,31.267777777777777,0,False,False,False,False,True,False,False,True,False,False,False,False
15239,3,3,6.578055555555555,0,False,False,False,False,True,False,False,False,False,False,False,True
15241,3,3,9.585277777777778,0,False,True,False,False,False,False,False,False,False,False,False,True
15259,3,3,38.60666666666667,0,False,False,False,True,False,False,False,False,False,False,True,False
15277,3,3,44.41777777777778,1,False,False,False,False,True,False,False,False,False,False,False,True
15351,6,5,32.100833333333334,0,False,True,False,False,False,False,False,False,False,True,False,False
15390,4,3,31.83861111111111,0,True,False,False,False,False,False,False,False,False,True,False,False
15395,3,3,20.946666666666665,1,True,False,False,False,False,False,False,False,False,True,False,False
15418,4,2,23.423333333333332,1,True,False,False,False,False,False,True,False,False,False,False,False
15491,2,2,6.057777777777778,1,False,False,False,False,False,True,False,False,False,True,False,False
15535,4,4,30.84638888888889,1,False,False,False,False,False,True,False,False,True,False,False,False
15555,2,2,9.611666666666666,1,False,True,False,False,False,False,False,False,False,False,False,True
15578,3,2,18.82638888888889,0,False,False,False,False,True,False,True,False,False,False,False,False
15582,5,4,45.91638888888889,0,False,False,True,False,False,False,True,False,False,False,False,False
15596,6,4,33.455555555555556,0,False,False,True,False,False,False,False,False,False,False,False,True
15632,1,1,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False
15640,3,3,24.748055555555556,1,False,True,False,False,False,False,False,False,True,False,False,False
15891,3,3,40.87722222222222,0,False,False,False,True,False,False,True,False,False,False,False,False
15921,4,3,43.95722222222222,1,False,False,False,False,False,True,False,False,False,False,True,False
15924,6,3,43.474444444444444,0,False,False,False,False,True,False,False,False,False,False,False,True
15937,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
15978,5,5,43.833888888888886,0,False,False,False,True,False,False,False,True,False,False,False,False
16004,4,3,25.139444444444443,1,False,True,False,False,False,False,False,False,True,False,False,False
16008,4,3,25.40861111111111,0,False,True,False,False,False,False,False,False,True,False,False,False
16062,3,2,21.625,0,False,False,True,False,False,False,False,False,False,False,True,False
16075,3,3,12.898888888888889,0,False,False,False,False,False,True,False,False,False,False,True,False
16083,4,2,33.93527777777778,1,False,False,True,False,False,False,False,False,True,False,False,False
16248,2,1,18.625833333333333,1,True,False,False,False,False,False,True,False,False,False,False,False
16255,3,3,23.593055555555555,0,True,False,False,False,False,False,False,False,True,False,False,False
16270,2,2,10.198055555555555,0,False,False,False,False,True,False,False,False,True,False,False,False
16302,2,1,27.93,1,False,False,False,False,True,False,False,False,False,False,True,False
16304,2,2,11.658611111111112,1,False,True,False,False,False,False,False,False,False,True,False,False
16311,2,2,39.923611111111114,1,False,False,True,False,False,False,False,False,False,False,False,True
16337,3,3,11.244166666666667,0,False,False,False,True,False,False,False,True,False,False,False,False
16348,4,3,40.25888888888889,1,False,False,False,True,False,False,True,False,False,False,False,False
16386,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
16416,1,1,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False
16536,4,3,19.624444444444446,0,False,False,False,False,True,False,False,False,False,False,True,False
16561,3,3,24.432222222222222,0,False,False,False,False,False,True,False,False,True,False,False,False
16566,1,1,0.0,1,True,False,False,False,False,False,True,False,False,False,False,False
16621,2,2,24.565277777777776,1,False,True,False,False,False,False,False,False,False,False,True,False
16659,1,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,True
16713,4,3,44.49888888888889,0,False,False,True,False,False,False,False,False,True,False,False,False
16756,4,3,28.41638888888889,1,False,True,False,False,False,False,False,False,False,False,True,False
16758,3,2,19.79861111111111,0,False,True,False,False,False,False,True,False,False,False,False,False
16785,3,3,3.9988888888888887,0,True,False,False,False,False,False,False,False,True,False,False,False
16814,3,3,15.626666666666667,0,False,False,True,False,False,False,False,True,False,False,False,False
16834,2,1,31.174722222222222,1,False,False,False,True,False,False,False,False,False,True,False,False
16863,1,1,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False
16893,5,4,30.3125,1,True,False,False,False,False,False,False,False,False,False,False,True
16916,5,2,38.73638888888889,0,False,False,False,False,False,True,True,False,False,False,False,False
16955,1,1,0.0,1,False,False,False,True,False,False,False,False,False,True,False,False
16979,3,3,25.093611111111112,0,False,False,True,False,False,False,True,False,False,False,False,False
17012,5,5,45.54055555555556,0,True,False,False,False,False,False,False,False,False,False,True,False
17074,4,3,38.675555555555555,1,False,True,False,False,False,False,False,False,False,False,True,False
17126,2,1,22.129444444444445,0,False,True,False,False,False,False,False,True,False,False,False,False
17133,6,4,22.416666666666668,1,False,False,False,False,False,True,False,False,False,True,False,False
17168,5,3,30.872777777777777,1,False,True,False,False,False,False,False,False,False,False,False,True
17272,3,3,22.6225,0,True,False,False,False,False,False,False,False,False,False,True,False
17278,2,2,12.571111111111112,1,False,False,False,True,False,False,True,False,False,False,False,False
17287,6,3,41.825833333333335,0,False,True,False,False,False,False,False,False,False,True,False,False
17302,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
17329,4,4,21.836111111111112,1,True,False,False,False,False,False,False,False,False,False,False,True
17396,3,3,19.176388888888887,1,False,False,False,False,True,False,True,False,False,False,False,False
17415,1,1,0.0,1,False,False,False,True,False,False,False,False,False,True,False,False
17478,7,4,35.416111111111114,1,False,False,False,True,False,False,False,True,False,False,False,False
17497,2,2,13.363611111111112,0,False,True,False,False,False,False,False,False,False,False,False,True
17566,5,4,31.999444444444446,1,False,False,False,False,False,True,False,False,True,False,False,False
17598,5,3,21.61111111111111,0,False,False,False,False,True,False,False,True,False,False,False,False
17611,9,5,43.66222222222222,0,False,False,False,True,False,False,True,False,False,False,False,False
17614,6,3,44.84361111111111,0,True,False,False,False,False,False,True,False,False,False,False,False
17619,3,2,37.9025,0,False,False,False,False,True,False,False,False,False,False,True,False
17634,6,4,32.919444444444444,0,False,True,False,False,False,False,True,False,False,False,False,False
17647,1,1,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False
17656,4,2,36.219166666666666,0,False,False,False,False,False,True,False,False,False,False,False,True
17702,9,5,34.68861111111111,1,True,False,False,False,False,False,False,False,True,False,False,False
17708,1,1,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False
17714,4,3,26.413611111111113,0,False,True,False,False,False,False,False,False,False,False,False,True
17715,4,4,25.872777777777777,1,False,False,False,False,True,False,False,False,False,True,False,False
17726,4,4,36.12583333333333,0,True,False,False,False,False,False,False,False,False,False,True,False
17727,4,3,42.04194444444445,1,False,True,False,False,False,False,False,False,False,False,False,True
17737,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
17756,1,1,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False
17761,7,3,40.685833333333335,1,True,False,False,False,False,False,False,False,False,True,False,False
17769,1,1,0.0,1,False,False,False,False,False,True,False,False,False,False,False,True
17784,3,2,36.640277777777776,0,False,False,True,False,False,False,False,False,True,False,False,False
17863,4,2,38.139722222222225,0,True,False,False,False,False,False,True,False,False,False,False,False
17879,4,3,33.951388888888886,0,False,False,True,False,False,False,False,False,False,True,False,False
17981,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
18152,2,2,31.53,1,False,False,False,False,True,False,False,False,True,False,False,False
18280,2,2,16.814166666666665,1,False,True,False,False,False,False,False,False,False,True,False,False
18298,6,4,34.270833333333336,0,False,False,True,False,False,False,False,False,True,False,False,False
18301,5,3,27.95722222222222,0,False,False,False,False,True,False,False,False,False,True,False,False
18348,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
18383,4,4,33.79805555555556,0,False,True,False,False,False,False,False,False,False,False,True,False
18441,4,4,46.37916666666667,1,False,True,False,False,False,False,False,False,False,False,False,True
18443,1,1,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False
18444,1,1,0.0,1,False,False,True,False,False,False,False,False,True,False,False,False
18448,2,2,37.06194444444444,1,False,False,False,False,False,True,False,False,False,True,False,False
18490,1,1,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False
18492,4,4,39.69027777777778,1,False,False,False,False,False,True,True,False,False,False,False,False
18503,3,3,18.905,1,False,False,False,True,False,False,True,False,False,False,False,False
18565,2,2,26.09638888888889,1,True,False,False,False,False,False,False,False,False,True,False,False
18572,3,3,36.53333333333333,0,False,False,True,False,False,False,True,False,False,False,False,False
18582,4,3,36.76305555555555,0,True,False,False,False,False,False,False,False,False,True,False,False
18587,4,3,41.50222222222222,0,False,False,False,False,False,True,False,True,False,False,False,False
18589,2,2,16.105555555555554,1,False,False,False,True,False,False,False,False,False,False,False,True
18618,2,2,27.818055555555556,0,False,True,False,False,False,False,True,False,False,False,False,False
18622,3,2,38.931111111111115,0,False,False,True,False,False,False,False,False,True,False,False,False
18699,2,2,1.8697222222222223,1,True,False,False,False,False,False,False,False,True,False,False,False
18845,2,2,0.8238888888888889,1,False,True,False,False,False,False,False,False,False,False,False,True
18871,1,1,0.0,1,False,False,False,False,False,True,False,False,False,False,False,True
18955,5,3,28.196944444444444,0,False,False,True,False,False,False,False,False,True,False,False,False
18981,2,2,10.397222222222222,1,False,False,False,True,False,False,False,False,False,False,False,True
18995,2,2,14.928055555555556,0,True,False,False,False,False,False,False,False,False,False,True,False
19049,2,1,5.051111111111111,0,False,False,False,False,True,False,False,False,False,False,True,False
19097,5,5,25.281944444444445,0,False,False,False,False,True,False,False,False,True,False,False,False
19180,5,4,31.475,0,False,False,False,True,False,False,False,False,False,False,True,False
19184,5,3,39.46944444444444,0,False,True,False,False,False,False,True,False,False,False,False,False
19262,3,3,15.476111111111111,0,False,False,False,False,False,True,False,True,False,False,False,False
19328,2,2,40.242777777777775,1,True,False,False,False,False,False,False,False,False,False,True,False
19350,3,3,17.858888888888888,1,False,False,False,False,False,True,False,False,True,False,False,False
19364,4,3,17.060277777777777,0,False,True,False,False,False,False,False,False,False,True,False,False
19372,2,2,4.988888888888889,0,False,False,True,False,False,False,False,False,False,False,False,True
19385,5,4,31.664166666666667,1,False,False,False,True,False,False,False,True,False,False,False,False
19388,4,3,19.964444444444446,1,False,False,False,False,True,False,False,False,False,False,False,True
19400,5,3,29.7125,0,False,False,True,False,False,False,True,False,False,False,False,False
19442,2,2,18.346666666666668,0,False,False,False,True,False,False,False,True,False,False,False,False
19444,4,3,36.05777777777778,1,True,False,False,False,False,False,False,True,False,False,False,False
19454,5,3,18.886388888888888,1,False,False,False,False,False,True,False,False,False,False,False,True
19507,4,3,31.09722222222222,1,False,False,False,False,True,False,False,False,False,True,False,False
19517,3,3,9.524444444444445,1,False,False,False,False,True,False,False,False,False,False,False,True
19644,5,5,16.330833333333334,0,False,False,False,True,False,False,False,True,False,False,False,False
19651,2,2,6.018611111111111,1,True,False,False,False,False,False,False,True,False,False,False,False
19679,2,2,9.813333333333333,1,False,False,False,True,False,False,False,False,False,False,False,True
19754,4,3,45.63444444444445,1,True,False,False,False,False,False,False,False,True,False,False,False
19759,4,3,41.91722222222222,1,True,False,False,False,False,False,False,True,False,False,False,False
19792,3,3,8.9875,0,True,False,False,False,False,False,False,False,False,True,False,False
19800,2,2,12.951666666666666,1,False,False,False,False,False,True,False,False,False,False,True,False
19816,5,4,33.07527777777778,0,False,False,False,False,False,True,False,True,False,False,False,False
19967,5,3,46.44583333333333,0,True,False,False,False,False,False,True,False,False,False,False,False
19971,3,3,28.801666666666666,0,False,False,False,True,False,False,True,False,False,False,False,False
20021,2,1,35.64361111111111,0,False,True,False,False,False,False,False,True,False,False,False,False
20098,2,1,7.8533333333333335,0,False,False,False,False,True,False,False,False,False,False,True,False
20111,6,5,33.00388888888889,1,False,False,False,True,False,False,False,True,False,False,False,False
20124,3,3,19.23111111111111,0,True,False,False,False,False,False,False,False,False,True,False,False
20300,4,3,16.703333333333333,1,False,False,False,True,False,False,True,False,False,False,False,False
20306,3,2,26.99,0,True,False,False,False,False,False,False,False,False,False,False,True
20384,1,1,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False
20400,3,3,29.015,0,False,False,False,False,True,False,False,False,True,False,False,False
20460,1,1,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False
20507,3,3,26.62361111111111,1,False,False,False,False,True,False,False,False,True,False,False,False
20510,3,2,24.868333333333332,1,False,False,False,False,False,True,False,True,False,False,False,False
20513,5,3,44.596666666666664,1,False,False,False,False,True,False,False,False,False,False,True,False
20524,7,4,34.545833333333334,1,True,False,False,False,False,False,False,True,False,False,False,False
20594,2,2,37.21138888888889,1,True,False,False,False,False,False,False,False,False,False,False,True
20632,2,2,0.10361111111111111,1,False,False,False,False,False,True,True,False,False,False,False,False
20685,2,2,27.502777777777776,0,True,False,False,False,False,False,False,True,False,False,False,False
20743,5,4,27.053055555555556,1,False,False,False,True,False,False,False,True,False,False,False,False
20826,2,2,5.073333333333333,0,False,False,False,False,True,False,False,False,False,False,False,True
20853,7,5,44.43638888888889,0,False,False,False,False,True,False,False,False,False,False,True,False
20895,6,4,30.24,1,False,False,True,False,False,False,False,False,True,False,False,False
20916,6,3,34.157222222222224,0,False,False,False,True,False,False,True,False,False,False,False,False
20985,2,2,5.5119444444444445,1,True,False,False,False,False,False,False,True,False,False,False,False
20990,2,2,0.24805555555555556,0,False,False,False,False,False,True,False,False,False,True,False,False
20999,2,2,4.800833333333333,1,True,False,False,False,False,False,False,False,True,False,False,False
21001,2,2,9.962777777777777,0,False,True,False,False,False,False,True,False,False,False,False,False
21017,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
21038,4,4,41.984722222222224,1,False,False,False,False,False,True,True,False,False,False,False,False
21116,2,2,29.305555555555557,0,False,False,False,False,True,False,False,False,False,False,False,True
21177,3,2,24.898333333333333,0,True,False,False,False,False,False,False,False,True,False,False,False
21212,3,2,38.12583333333333,1,False,True,False,False,False,False,False,True,False,False,False,False
21255,6,5,27.575555555555557,1,False,False,False,False,False,True,True,False,False,False,False,False
21314,1,1,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False
21343,4,3,10.641388888888889,0,False,False,False,False,False,True,False,False,False,False,True,False
21401,3,3,11.163333333333334,0,False,False,False,False,False,True,False,False,True,False,False,False
21445,3,2,25.848333333333333,1,True,False,False,False,False,False,False,False,False,False,False,True
21484,4,3,34.68861111111111,0,False,False,True,False,False,False,False,False,False,False,False,True
21504,6,4,38.935833333333335,1,False,False,False,False,False,True,False,False,False,False,False,True
21531,1,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,True
21537,4,3,23.489722222222223,0,False,True,False,False,False,False,False,False,False,False,False,True
21550,2,2,22.032222222222224,0,False,False,False,True,False,False,False,False,False,False,False,True
21567,1,1,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False
21584,2,1,27.496111111111112,0,True,False,False,False,False,False,True,False,False,False,False,False
21595,4,4,42.209722222222226,1,False,False,False,True,False,False,False,False,True,False,False,False
21596,3,3,21.22861111111111,1,False,True,False,False,False,False,False,False,False,True,False,False
